100; 1456
200; 3670
300; 6211
400; 8763
500; 11703
600; 13982
700; 17286
800; 19812
900; 23594
1000; 26617
2000; 58989
3000; 95461
4000; 132745
5000; 170675
6000; 207708
7000; 246167
8000; 286596
9000; 325798
10000; 370798
100; 1486
200; 3610
300; 5977
400; 8857
500; 11368
600; 14315
700; 17142
800; 20234
900; 23250
1000; 26716
2000; 59658
3000; 95092
4000; 133109
5000; 168154
6000; 213107
7000; 247877
8000; 291391
9000; 328810
10000; 364750
